"date","day_month","year","month","quarter","season","date-2","open_price","high_price","low_price","close_price","adj_close","volume","open_change","high_change","low_change","close_change","volume_change","gain_loss_open","gain_loss_high","gain_loss_low","gain_loss_close","gain_loss_volume"
"10/13/98","13-Oct","1998","10","Q4","Fall","10/13/98","0.339844","0.349888","0.321429","0.345982","0.297511","941628800","0.047991","0.055803","0.036831","0.060268","550379200","Gain","Gain","Gain","Gain","Gain"
"10/13/99","13-Oct","1999","10","Q4","Fall","10/13/99","0.594866","0.620536","0.569196","0.571708","0.491613","636731200","-0.345424","-0.35491","-0.314733","-0.347935","-1030400","Loss","Loss","Loss","Loss","Loss"
"10/14/02","14-Oct","2002","10","Q4","Fall","10/14/02","0.259821","0.2675","0.257857","0.26375","0.226799","194404000","-0.003572","-0.008393","-0.005179","-0.009107","-114206400","Loss","Loss","Loss","Loss","Loss"
"10/14/03","14-Oct","2003","10","Q4","Fall","10/14/03","0.434286","0.441786","0.431964","0.438393","0.376975","275419200","0.010536","0.005893","0.008393","0.003572","-4446400","Gain","Gain","Gain","Gain","Loss"
"10/14/04","14-Oct","2004","10","Q4","Fall","10/14/04","0.77125","0.816964","0.759821","0.803214","0.690686","2768427200","0.077143","0.106964","0.068035","0.093393","1605419200","Gain","Gain","Gain","Gain","Gain"
"10/14/05","14-Oct","2005","10","Q4","Fall","10/14/05","1.929643","1.941071","1.885357","1.928571","1.658383","1035552000","0.163929","0.014285","0.125714","0.009285","-830023600","Gain","Gain","Gain","Gain","Loss"
"10/14/08","14-Oct","2008","10","Q4","Fall","10/14/08","4.152143","4.157143","3.683571","3.717143","3.196382","1980994400","0.418214","0.209643","0.075714","-0.220714","441918400","Gain","Gain","Gain","Loss","Gain"
"10/14/09","14-Oct","2009","10","Q4","Fall","10/14/09","6.866071","6.868571","6.793929","6.831786","5.874673","375510800","0.057857","0.041071","0.018929","0.045357","27490400","Gain","Gain","Gain","Gain","Gain"
"10/14/10","14-Oct","2010","10","Q4","Fall","10/14/10","10.774643","10.8025","10.728571","10.796786","9.284189","435296400","0.053214","0.018214","0.021428","0.0775","-194796000","Gain","Gain","Gain","Gain","Loss"
"10/14/11","14-Oct","2011","10","Q4","Fall","10/14/11","14.886786","15.071429","14.831071","15.071429","12.959966","573367200","0.423215","0.484643","0.443571","0.484643","147182000","Gain","Gain","Gain","Gain","Gain"
"10/14/13","14-Oct","2013","10","Q4","Fall","10/14/13","17.493929","17.770714","17.476786","17.715714","15.663714","261898000","-2.633928","-2.510715","-2.56607","-2.4825","-16371600","Loss","Loss","Loss","Loss","Loss"
"10/14/14","14-Oct","2014","10","Q4","Fall","10/14/14","25.0975","25.129999","24.6425","24.6875","22.320663","254754400","-0.235","-0.315001","-0.309999","-0.264999","40420800","Loss","Loss","Loss","Loss","Gain"
"10/14/15","14-Oct","2015","10","Q4","Fall","10/14/15","27.8225","27.879999","27.389999","27.5525","25.336842","177849600","0.1175","-0.2325","-0.280001","-0.395","45652400","Gain","Loss","Loss","Loss","Gain"
"10/14/16","14-Oct","2016","10","Q4","Fall","10/14/16","29.469999","29.5425","29.282499","29.407499","27.620863","142608800","0.272499","0.182499","0.352499","0.162498","1839200","Gain","Gain","Gain","Gain","Gain"
"10/14/19","14-Oct","2019","10","Q4","Fall","10/14/19","58.724998","59.532501","58.6675","58.967499","58.101952","96427600","-8.425004","-7.985001","-7.797496","-8.152504","6007200","Loss","Loss","Loss","Loss","Gain"
"10/14/20","14-Oct","2020","10","Q4","Fall","10/14/20","121","123.029999","119.620003","121.190002","120.595924","150712000","-4.269997","-2.36","-0.029999","0.090004","-111618500","Loss","Loss","Loss","Gain","Loss"
"10/14/81","14-Oct","1981","10","Q4","Fall","10/14/81","0.081473","0.081473","0.080915","0.080915","0.063517","30979200","-0.004465","-0.005581","-0.005023","-0.005023","-13216000","Loss","Loss","Loss","Loss","Loss"
"10/14/82","14-Oct","1982","10","Q4","Fall","10/14/82","0.104911","0.106585","0.103237","0.105469","0.082791","178662400","0.001116","-0.001674","0.000558","0.000558","-20182400","Gain","Loss","Gain","Gain","Loss"
"10/14/83","14-Oct","1983","10","Q4","Fall","10/14/83","0.102679","0.106027","0.100446","0.101563","0.079725","279260800","0.005581","-0.001116","0.003348","-0.001116","-141254400","Gain","Loss","Gain","Loss","Loss"
"10/14/85","14-Oct","1985","10","Q4","Fall","10/14/85","0.074219","0.074219","0.074219","0.074219","0.058261","155187200","-0.012277","-0.013393","-0.011719","-0.012835","-45718400","Loss","Loss","Loss","Loss","Loss"
"10/14/86","14-Oct","1986","10","Q4","Fall","10/14/86","0.154576","0.157366","0.15067","0.151786","0.119149","199337600","0.006697","0.00279","0.003349","-0.00279","99657600","Gain","Gain","Gain","Loss","Gain"
"10/14/87","14-Oct","1987","10","Q4","Fall","10/14/87","0.479911","0.482143","0.464286","0.475446","0.374268","258720000","-0.006696","-0.006696","-0.01116","-0.011161","96320000","Loss","Loss","Loss","Loss","Gain"
"10/14/88","14-Oct","1988","10","Q4","Fall","10/14/88","0.352679","0.352679","0.340402","0.345982","0.274544","157248000","0.008929","-0.002232","-0.003348","-0.002232","-7212800","Gain","Loss","Loss","Loss","Loss"
"10/14/91","14-Oct","1991","10","Q4","Fall","10/14/91","0.4375","0.448661","0.435268","0.445313","0.364733","111876800","0","0.006697","0.002232","0.006697","-10740800","Gain","Gain","Gain","Gain","Loss"
"10/14/92","14-Oct","1992","10","Q4","Fall","10/14/92","0.404018","0.412946","0.401786","0.410714","0.339424","95726400","0.004464","0.002232","0.008929","0.00558","-51452800","Gain","Gain","Gain","Gain","Loss"
"10/14/93","14-Oct","1993","10","Q4","Fall","10/14/93","0.214286","0.21875","0.209821","0.212054","0.177147","160686400","-0.002232","0.002232","0","-0.002232","-16318400","Loss","Gain","Gain","Loss","Loss"
"10/14/94","14-Oct","1994","10","Q4","Fall","10/14/94","0.370536","0.375","0.364955","0.367188","0.311246","176052800","-0.010044","-0.007813","0.002232","0","-349249600","Loss","Loss","Gain","Gain","Loss"
"10/14/96","14-Oct","1996","10","Q4","Fall","10/14/96","0.21875","0.226563","0.216518","0.225446","0.193862","269684800","-0.003348","0.003349","0","0.006696","85400000","Loss","Gain","Gain","Gain","Gain"
"10/14/97","14-Oct","1997","10","Q4","Fall","10/14/97","0.202567","0.203125","0.198103","0.202567","0.174188","165816000","-0.000558","-0.001116","0","0","7190400","Loss","Loss","Gain","Gain","Gain"
"10/14/98","14-Oct","1998","10","Q4","Fall","10/14/98","0.354911","0.368862","0.328683","0.333705","0.286954","2280017600","0.015067","0.018974","0.007254","-0.012277","1338388800","Gain","Gain","Gain","Loss","Gain"
"10/14/99","14-Oct","1999","10","Q4","Fall","10/14/99","0.618304","0.654576","0.616071","0.65346","0.561912","1898803200","0.023438","0.03404","0.046875","0.081752","1262072000","Gain","Gain","Gain","Gain","Gain"
"10/15/01","15-Oct","2001","10","Q4","Fall","10/15/01","0.320536","0.328214","0.320536","0.32125","0.276244","318752000","-0.0775","-0.082322","-0.076428","-0.08125","148741600","Loss","Loss","Loss","Loss","Gain"
"10/15/02","15-Oct","2002","10","Q4","Fall","10/15/02","0.271786","0.272321","0.263929","0.270714","0.232788","405518400","0.011965","0.004821","0.006072","0.006964","211114400","Gain","Gain","Gain","Gain","Gain"
"10/15/03","15-Oct","2003","10","Q4","Fall","10/15/03","0.44375","0.446607","0.438929","0.443214","0.381121","610103200","0.009464","0.004821","0.006965","0.004821","334684000","Gain","Gain","Gain","Gain","Gain"
"10/15/04","15-Oct","2004","10","Q4","Fall","10/15/04","0.801429","0.814464","0.789107","0.8125","0.698671","1031128000","0.030179","-0.0025","0.029286","0.009286","-1737299200","Gain","Loss","Gain","Gain","Loss"
"10/15/07","15-Oct","2007","10","Q4","Fall","10/15/07","5.999286","6.056071","5.839286","5.963571","5.128091","1077930000","-0.914643","-0.931786","-1.0425","-0.9725","355552400","Loss","Loss","Loss","Loss","Gain"
"10/15/08","15-Oct","2008","10","Q4","Fall","10/15/08","3.708571","3.821429","3.496071","3.498214","3.008124","1584175600","-0.443572","-0.335714","-0.1875","-0.218929","-396818800","Loss","Loss","Loss","Loss","Loss"
"10/15/09","15-Oct","2009","10","Q4","Fall","10/15/09","6.7725","6.818571","6.768929","6.805714","5.852252","373556400","-0.093571","-0.05","-0.025","-0.026072","-1954400","Loss","Loss","Loss","Loss","Loss"
"10/15/10","15-Oct","2010","10","Q4","Fall","10/15/10","10.98","11.25","10.889643","11.240714","9.665921","922194000","0.205357","0.4475","0.161072","0.443928","486897600","Gain","Gain","Gain","Gain","Gain"
"10/15/12","15-Oct","2012","10","Q4","Fall","10/15/12","22.583929","22.683214","22.280357","22.67","19.577696","432502000","3.833929","3.450714","3.6525","3.747856","-197982400","Gain","Gain","Gain","Gain","Loss"
"10/15/13","15-Oct","2013","10","Q4","Fall","10/15/13","17.768213","17.928572","17.697144","17.809999","15.747082","320073600","0.274284","0.157858","0.220358","0.094285","58175600","Gain","Gain","Gain","Gain","Gain"
"10/15/14","15-Oct","2014","10","Q4","Fall","10/15/14","24.4925","24.7875","23.795","24.385","22.047163","403734400","-0.605","-0.342499","-0.8475","-0.3025","148980000","Loss","Loss","Loss","Loss","Gain"
"10/15/15","15-Oct","2015","10","Q4","Fall","10/15/15","27.7325","28.025","27.622499","27.965","25.716167","150694000","-0.09","0.145001","0.2325","0.4125","-27155600","Loss","Gain","Gain","Gain","Loss"
"10/15/18","15-Oct","2018","10","Q4","Fall","10/15/18","55.290001","55.4575","54.317501","54.34","52.72422","123164000","14.040001","12.935001","13.485001","11.939998","-124940000","Gain","Gain","Gain","Gain","Loss"
"10/15/19","15-Oct","2019","10","Q4","Fall","10/15/19","59.0975","59.412498","58.720001","58.830002","57.96648","87360000","0.372502","-0.120003","0.052501","-0.137497","-9067600","Gain","Loss","Gain","Loss","Loss"
"10/15/20","15-Oct","2020","10","Q4","Fall","10/15/20","118.720001","121.199997","118.150002","120.709999","120.118271","112559200","-2.279999","-1.830002","-1.470001","-0.480003","-38152800","Loss","Loss","Loss","Loss","Loss"
"10/15/81","15-Oct","1981","10","Q4","Fall","10/15/81","0.082589","0.083147","0.082589","0.082589","0.064831","29433600","0.001116","0.001674","0.001674","0.001674","-1545600","Gain","Gain","Gain","Gain","Loss"
"10/15/82","15-Oct","1982","10","Q4","Fall","10/15/82","0.104911","0.104911","0.101004","0.102679","0.080601","144614400","0","-0.001674","-0.002233","-0.00279","-34048000","Gain","Loss","Loss","Loss","Loss"
"10/15/84","15-Oct","1984","10","Q4","Fall","10/15/84","0.107143","0.108259","0.107143","0.107143","0.084105","243264000","-0.014509","-0.013393","-0.012277","-0.012277","131779200","Loss","Loss","Loss","Loss","Gain"
"10/15/85","15-Oct","1985","10","Q4","Fall","10/15/85","0.075893","0.076451","0.075893","0.075893","0.059575","293888000","0.001674","0.002232","0.001674","0.001674","138700800","Gain","Gain","Gain","Gain","Gain"
"10/15/86","15-Oct","1986","10","Q4","Fall","10/15/86","0.149554","0.149554","0.146205","0.148996","0.116959","205408000","-0.005022","-0.007812","-0.004465","-0.00279","6070400","Loss","Loss","Loss","Loss","Gain"
"10/15/87","15-Oct","1987","10","Q4","Fall","10/15/87","0.475446","0.486607","0.462054","0.464286","0.365482","348320000","-0.004465","0.004464","-0.002232","-0.01116","89600000","Loss","Gain","Loss","Loss","Gain"
"10/15/90","15-Oct","1990","10","Q4","Fall","10/15/90","0.254464","0.256696","0.237723","0.247768","0.200865","201017600","-0.122768","-0.122768","-0.132813","-0.125","-49571200","Loss","Loss","Loss","Loss","Loss"
"10/15/91","15-Oct","1991","10","Q4","Fall","10/15/91","0.450893","0.46875","0.446429","0.46875","0.383929","288209600","0.013393","0.020089","0.011161","0.023437","176332800","Gain","Gain","Gain","Gain","Gain"
"10/15/92","15-Oct","1992","10","Q4","Fall","10/15/92","0.408482","0.410714","0.404018","0.40625","0.335735","75420800","0.004464","-0.002232","0.002232","-0.004464","-20305600","Gain","Loss","Gain","Loss","Loss"
"10/15/93","15-Oct","1993","10","Q4","Fall","10/15/93","0.247768","0.254464","0.238839","0.252232","0.210711","955248000","0.033482","0.035714","0.029018","0.040178","794561600","Gain","Gain","Gain","Gain","Gain"
"10/15/96","15-Oct","1996","10","Q4","Fall","10/15/96","0.229911","0.231027","0.223214","0.225446","0.193862","363059200","0.011161","0.004464","0.006696","0","93374400","Gain","Gain","Gain","Gain","Gain"
"10/15/97","15-Oct","1997","10","Q4","Fall","10/15/97","0.197545","0.220982","0.197545","0.212612","0.182826","810868800","-0.005022","0.017857","-0.000558","0.010045","645052800","Loss","Gain","Loss","Gain","Gain"
"10/15/98","15-Oct","1998","10","Q4","Fall","10/15/98","0.323661","0.332589","0.316964","0.327009","0.281196","840672000","-0.03125","-0.036273","-0.011719","-0.006696","-1439345600","Loss","Loss","Loss","Loss","Loss"
"10/15/99","15-Oct","1999","10","Q4","Fall","10/15/99","0.635045","0.676897","0.626674","0.665737","0.572469","1173177600","0.016741","0.022321","0.010603","0.012277","-725625600","Gain","Gain","Gain","Gain","Loss"
"10/16/00","16-Oct","2000","10","Q4","Fall","10/16/00","0.398438","0.415179","0.381696","0.383929","0.330142","820176000","0.036831","0.02009","0.024553","-0.010044","-427576800","Gain","Gain","Gain","Loss","Loss"
"10/16/01","16-Oct","2001","10","Q4","Fall","10/16/01","0.323036","0.325","0.317321","0.321607","0.276551","202949600","0.0025","-0.003214","-0.003215","0.000357","-115802400","Gain","Loss","Loss","Gain","Loss"
"10/16/02","16-Oct","2002","10","Q4","Fall","10/16/02","0.265357","0.270179","0.248214","0.26","0.223575","307624800","-0.006429","-0.002142","-0.015715","-0.010714","-97893600","Loss","Loss","Loss","Loss","Loss"
"10/16/03","16-Oct","2003","10","Q4","Fall","10/16/03","0.425","0.425714","0.400179","0.415179","0.357014","975682400","-0.01875","-0.020893","-0.03875","-0.028035","365579200","Loss","Loss","Loss","Loss","Gain"
"10/16/06","16-Oct","2006","10","Q4","Fall","10/16/06","2.685357","2.71","2.671071","2.692857","2.315595","508692800","-0.015714","-0.035714","0.001785","0.013571","-175504000","Loss","Loss","Gain","Gain","Loss"
"10/16/07","16-Oct","2007","10","Q4","Fall","10/16/07","5.912143","6.077857","5.898214","6.056429","5.20794","1067830400","-0.087143","0.021786","0.058928","0.092858","-10099600","Loss","Gain","Gain","Gain","Loss"
"10/16/08","16-Oct","2008","10","Q4","Fall","10/16/08","3.563214","3.693929","3.276429","3.638929","3.129126","1980521200","-0.145357","-0.1275","-0.219642","0.140715","396345600","Loss","Loss","Loss","Gain","Gain"
"10/16/09","16-Oct","2009","10","Q4","Fall","10/16/09","6.7625","6.798571","6.708571","6.716071","5.775169","431426800","-0.01","-0.02","-0.060358","-0.089643","57870400","Loss","Loss","Loss","Loss","Gain"
"10/16/12","16-Oct","2012","10","Q4","Fall","10/16/12","22.691786","23.225","22.535713","23.206785","20.041258","549771600","0.107857","0.541786","0.255356","0.536785","117269600","Gain","Gain","Gain","Gain","Gain"
"10/16/13","16-Oct","2013","10","Q4","Fall","10/16/13","17.885357","17.9475","17.829643","17.896786","15.823809","251101200","0.117144","0.018928","0.132499","0.086787","-68972400","Gain","Gain","Gain","Gain","Loss"
"10/16/14","16-Oct","2014","10","Q4","Fall","10/16/14","23.887501","24.43","23.852501","24.065001","21.757851","288618000","-0.604999","-0.3575","0.057501","-0.319999","-115116400","Loss","Loss","Gain","Loss","Loss"
"10/16/15","16-Oct","2015","10","Q4","Fall","10/16/15","27.945","28","27.6325","27.76","25.527657","156930400","0.2125","-0.025","0.010001","-0.205","6236400","Gain","Loss","Gain","Loss","Gain"
"10/16/17","16-Oct","2017","10","Q4","Fall","10/16/17","39.474998","40","39.412498","39.970001","38.203869","96486000","0.292499","0.68","0.309997","0.7225","30909200","Gain","Gain","Gain","Gain","Gain"
"10/16/18","16-Oct","2018","10","Q4","Fall","10/16/18","54.732498","55.747501","54.189999","55.537498","53.886112","116736000","-0.557503","0.290001","-0.127502","1.197498","-6428000","Loss","Gain","Loss","Gain","Loss"
"10/16/19","16-Oct","2019","10","Q4","Fall","10/16/19","58.342499","58.810001","58.299999","58.592499","57.732464","73903200","-0.755001","-0.602497","-0.420002","-0.237503","-13456800","Loss","Loss","Loss","Loss","Loss"
"10/16/20","16-Oct","2020","10","Q4","Fall","10/16/20","121.279999","121.550003","118.809998","119.019997","118.436554","115393800","2.559998","0.350006","0.659996","-1.690002","2834600","Gain","Gain","Gain","Loss","Gain"
"10/16/81","16-Oct","1981","10","Q4","Fall","10/16/81","0.082031","0.082031","0.081473","0.081473","0.063955","36467200","-0.000558","-0.001116","-0.001116","-0.001116","7033600","Loss","Loss","Loss","Loss","Gain"
"10/16/84","16-Oct","1984","10","Q4","Fall","10/16/84","0.107143","0.107701","0.106585","0.106585","0.083667","118025600","0","-0.000558","-0.000558","-0.000558","-125238400","Gain","Loss","Loss","Loss","Loss"
"10/16/85","16-Oct","1985","10","Q4","Fall","10/16/85","0.080357","0.080915","0.080357","0.080357","0.063079","288444800","0.004464","0.004464","0.004464","0.004464","-5443200","Gain","Gain","Gain","Gain","Loss"
"10/16/86","16-Oct","1986","10","Q4","Fall","10/16/86","0.148996","0.151228","0.148438","0.150112","0.117835","135766400","-0.000558","0.001674","0.002233","0.001116","-69641600","Loss","Gain","Gain","Gain","Loss"
"10/16/87","16-Oct","1987","10","Q4","Fall","10/16/87","0.466518","0.473214","0.424107","0.430804","0.339126","420000000","-0.008928","-0.013393","-0.037947","-0.033482","71680000","Loss","Loss","Loss","Loss","Gain"
"10/16/89","16-Oct","1989","10","Q4","Fall","10/16/89","0.399554","0.417411","0.379464","0.417411","0.334536","424916800","-0.035714","-0.024553","-0.022322","0.008929","223798400","Loss","Loss","Loss","Gain","Gain"
